PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Pharse),Difference(Sentence)
425,16,A welcome relief from baseball movies that try too hard to be mythic,3,A welcome relief from baseball movies that try too hard to be mythic,3,0,2
426,16,A welcome relief,3,A welcome relief,2,1,2
427,16,welcome relief,3,welcome relief,2,1,2
428,16,welcome,2,welcome,2,0,2
429,16,relief,2,relief,2,0,2
430,16,from baseball movies that try too hard to be mythic,1,from baseball movies that try too hard to be mythic,1,0,2
431,16,baseball movies that try too hard to be mythic,0,baseball movies that try too hard to be mythic,1,1,2
432,16,baseball movies,2,baseball movies,2,0,2
433,16,baseball,2,baseball,2,0,2
434,16,movies,2,movies,2,0,2
435,16,that try too hard to be mythic,1,that try too hard to be mythic,1,0,2
436,16,try too hard to be mythic,1,try too hard to be mythic,1,0,2
437,16,try,2,try,2,0,2
438,16,too hard to be mythic,1,too hard to be mythic,1,0,2
439,16,too,2,too,2,0,2
440,16,hard to be mythic,1,hard to be mythic,2,1,2
441,16,to be mythic,2,to be mythic,2,0,2
442,16,be mythic,2,be mythic,2,0,2
443,16,mythic,2,mythic,2,0,2
444,16,", this one is a sweet and modest and ultimately winning story .",3,", this one is a sweet and modest and ultimately winning story .",4,1,2
445,16,this one is a sweet and modest and ultimately winning story .,4,this one is a sweet and modest and ultimately winning story .,4,0,2
446,16,is a sweet and modest and ultimately winning story .,4,is a sweet and modest and ultimately winning story .,4,0,2
447,16,is a sweet and modest and ultimately winning story,3,is a sweet and modest and ultimately winning story,4,1,2
448,16,a sweet and modest and ultimately winning story,3,a sweet and modest and ultimately winning story,4,1,2
449,16,a sweet and modest and,3,a sweet and modest and,3,0,2
450,16,a sweet and modest,4,a sweet and modest,2,2,2
451,16,sweet and modest,3,sweet and modest,2,1,2
452,16,sweet and,3,sweet and,2,1,2
453,16,sweet,4,sweet,2,2,2
454,16,modest,3,modest,2,1,2
455,16,ultimately winning story,4,ultimately winning story,2,2,2
456,16,ultimately,2,ultimately,2,0,2
457,16,winning story,3,winning story,2,1,2
458,16,winning,3,winning,2,1,2
459,17,"a bilingual charmer , just like the woman who inspired it",3,"a bilingual charmer , just like the woman who inspired it",2,1,2
460,17,"a bilingual charmer ,",3,"a bilingual charmer ,",2,1,2
461,17,a bilingual charmer,3,a bilingual charmer,2,1,2
462,17,bilingual charmer,3,bilingual charmer,2,1,2
463,17,bilingual,2,bilingual,2,0,2
464,17,charmer,3,charmer,2,1,2
465,17,just like the woman who inspired it,2,just like the woman who inspired it,2,0,2
466,17,like the woman who inspired it,2,like the woman who inspired it,2,0,2
467,17,the woman who inspired it,2,the woman who inspired it,2,0,2
468,17,the woman,2,the woman,2,0,2
469,17,woman,2,woman,2,0,2
470,17,who inspired it,2,who inspired it,2,0,2
471,17,who,2,who,2,0,2
472,17,inspired it,2,inspired it,2,0,2
473,17,inspired,3,inspired,2,1,2
474,18,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,1,1,2
475,18,Like a less dizzily gorgeous companion to Mr.,3,Like a less dizzily gorgeous companion to Mr.,1,2,2
476,18,a less dizzily gorgeous companion to Mr.,2,a less dizzily gorgeous companion to Mr.,2,0,2
477,18,a less dizzily gorgeous companion,2,a less dizzily gorgeous companion,2,0,2
478,18,less dizzily gorgeous companion,2,less dizzily gorgeous companion,2,0,2
479,18,less dizzily gorgeous,2,less dizzily gorgeous,2,0,2
480,18,less,2,less,2,0,2
481,18,dizzily gorgeous,4,dizzily gorgeous,4,0,2
482,18,dizzily,2,dizzily,2,0,2
483,18,gorgeous,3,gorgeous,4,1,2
484,18,companion,3,companion,2,1,2
485,18,to Mr.,2,to Mr.,2,0,2
486,18,Mr.,2,Mr.,2,0,2
487,18,Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,0,2
488,18,Wong,2,Wong,2,0,2
489,18,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2,0,2
490,18,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting,2,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting,2,0,2
491,18,'s In the Mood for Love -- very much a Hong Kong movie,2,'s In the Mood for Love -- very much a Hong Kong movie,2,0,2
492,18,In the Mood for Love -- very much a Hong Kong movie,3,In the Mood for Love -- very much a Hong Kong movie,2,1,2
493,18,the Mood for Love -- very much a Hong Kong movie,2,the Mood for Love -- very much a Hong Kong movie,2,0,2
494,18,the Mood,3,the Mood,2,1,2
495,18,Mood,2,Mood,2,0,2
496,18,for Love -- very much a Hong Kong movie,2,for Love -- very much a Hong Kong movie,2,0,2
497,18,Love -- very much a Hong Kong movie,3,Love -- very much a Hong Kong movie,2,1,2
498,18,Love -- very much,4,Love -- very much,2,2,2
499,18,Love --,3,Love --,2,1,2
500,18,Love,4,Love,2,2,2
501,18,--,2,--,2,0,2
502,18,very much,2,very much,2,0,2
503,18,very,2,very,2,0,2
504,18,a Hong Kong movie,2,a Hong Kong movie,2,0,2
505,18,Hong Kong movie,2,Hong Kong movie,2,0,2
506,18,Hong,2,Hong,2,0,2
507,18,Kong movie,2,Kong movie,2,0,2
508,18,Kong,2,Kong,2,0,2
509,18,movie,2,movie,2,0,2
510,18,despite its mainland setting,2,despite its mainland setting,2,0,2
511,18,despite,2,despite,2,0,2
512,18,its mainland setting,3,its mainland setting,2,1,2
513,18,its,2,its,2,0,2
514,18,mainland setting,2,mainland setting,2,0,2
515,18,mainland,2,mainland,2,0,2
516,18,setting,2,setting,2,0,2
517,19,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1,As inept as big-screen remakes of The Avengers and The Wild Wild West .,2,1,2
518,19,As inept as big-screen remakes of The Avengers and The Wild Wild West,2,As inept as big-screen remakes of The Avengers and The Wild Wild West,2,0,2
519,19,As inept,1,As inept,2,1,2
520,19,As,2,As,2,0,2
521,19,inept,1,inept,2,1,2
522,19,as big-screen remakes of The Avengers and The Wild Wild West,1,as big-screen remakes of The Avengers and The Wild Wild West,2,1,2
523,19,big-screen remakes of The Avengers and The Wild Wild West,2,big-screen remakes of The Avengers and The Wild Wild West,2,0,2
524,19,big-screen remakes,2,big-screen remakes,2,0,2
525,19,big-screen,2,big-screen,2,0,2
526,19,remakes,2,remakes,2,0,2
527,19,of The Avengers and The Wild Wild West,2,of The Avengers and The Wild Wild West,2,0,2
528,19,The Avengers and The Wild Wild West,2,The Avengers and The Wild Wild West,2,0,2
529,19,The Avengers and,2,The Avengers and,2,0,2
530,19,The Avengers,2,The Avengers,2,0,2
531,19,Avengers,2,Avengers,2,0,2
532,19,The Wild Wild West,3,The Wild Wild West,2,1,2
533,19,Wild Wild West,2,Wild Wild West,2,0,2
534,19,Wild,3,Wild,2,1,2
535,19,Wild West,2,Wild West,2,0,2
536,19,West,2,West,2,0,2
537,20,It 's everything you 'd expect -- but nothing more .,2,It 's everything you 'd expect -- but nothing more .,2,0,3
538,20,'s everything you 'd expect -- but nothing more .,1,'s everything you 'd expect -- but nothing more .,2,1,3
539,20,'s everything you 'd expect -- but nothing more,2,'s everything you 'd expect -- but nothing more,2,0,3
540,20,everything you 'd expect -- but nothing more,1,everything you 'd expect -- but nothing more,2,1,3
541,20,everything,2,everything,2,0,3
542,20,you 'd expect -- but nothing more,1,you 'd expect -- but nothing more,2,1,3
543,20,'d expect -- but nothing more,2,'d expect -- but nothing more,2,0,3
544,20,'d,2,'d,2,0,3
545,20,expect -- but nothing more,2,expect -- but nothing more,2,0,3
546,20,expect -- but nothing,2,expect -- but nothing,2,0,3
547,20,expect --,2,expect --,2,0,3
548,20,expect,2,expect,2,0,3
549,20,but nothing,2,but nothing,2,0,3
550,20,nothing,1,nothing,2,1,3
551,20,more,2,more,2,0,3
552,21,"Best indie of the year , so far .",4,"Best indie of the year , so far .",4,0,2
553,21,Best,4,Best,2,2,2
554,21,"indie of the year , so far .",3,"indie of the year , so far .",2,1,2
555,21,"indie of the year , so far",4,"indie of the year , so far",2,2,2
556,21,"indie of the year ,",3,"indie of the year ,",2,1,2
557,21,indie of the year,3,indie of the year,2,1,2
558,21,indie,2,indie,2,0,2
559,21,of the year,2,of the year,2,0,2
560,21,the year,2,the year,2,0,2
561,21,year,2,year,2,0,2
562,21,so far,2,so far,2,0,2
563,21,far,2,far,2,0,2
564,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3,0,2
565,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,0,2
566,22,"Hatfield and Hicks make the oddest of couples , and",2,"Hatfield and Hicks make the oddest of couples , and",2,0,2
567,22,"Hatfield and Hicks make the oddest of couples ,",2,"Hatfield and Hicks make the oddest of couples ,",2,0,2
568,22,Hatfield and Hicks make the oddest of couples,2,Hatfield and Hicks make the oddest of couples,2,0,2
569,22,Hatfield and Hicks,2,Hatfield and Hicks,2,0,2
570,22,Hatfield and,2,Hatfield and,2,0,2
571,22,Hatfield,2,Hatfield,2,0,2
572,22,Hicks,2,Hicks,2,0,2
573,22,make the oddest of couples,2,make the oddest of couples,2,0,2
574,22,make,2,make,2,0,2
575,22,the oddest of couples,2,the oddest of couples,2,0,2
576,22,the oddest,2,the oddest,2,0,2
577,22,oddest,1,oddest,2,1,2
578,22,of couples,2,of couples,2,0,2
579,22,couples,2,couples,2,0,2
580,22,"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,0,2
581,22,in this sense,2,in this sense,2,0,2
582,22,this sense,2,this sense,2,0,2
583,22,"the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",2,"the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,1,2
584,22,the movie,2,the movie,2,0,2
585,22,"becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",2,"becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3,1,2
586,22,"becomes a study of the gambles of the publishing world ,",2,"becomes a study of the gambles of the publishing world ,",2,0,2
587,22,becomes a study of the gambles of the publishing world,2,becomes a study of the gambles of the publishing world,2,0,2
588,22,becomes,2,becomes,2,0,2
589,22,a study of the gambles of the publishing world,2,a study of the gambles of the publishing world,2,0,2
590,22,a study,2,a study,2,0,2
591,22,study,2,study,2,0,2
592,22,of the gambles of the publishing world,2,of the gambles of the publishing world,2,0,2
593,22,the gambles of the publishing world,2,the gambles of the publishing world,2,0,2
594,22,the gambles,2,the gambles,2,0,2
595,22,gambles,2,gambles,2,0,2
596,22,of the publishing world,2,of the publishing world,2,0,2
597,22,the publishing world,2,the publishing world,2,0,2
598,22,publishing world,2,publishing world,2,0,2
599,22,publishing,2,publishing,2,0,2
600,22,world,2,world,2,0,2
601,22,offering a case study that exists apart from all the movie 's political ramifications,2,offering a case study that exists apart from all the movie 's political ramifications,2,0,2
602,22,offering,2,offering,2,0,2
603,22,a case study that exists apart from all the movie 's political ramifications,3,a case study that exists apart from all the movie 's political ramifications,2,1,2
604,22,a case study,2,a case study,2,0,2
605,22,case study,2,case study,2,0,2
606,22,case,2,case,2,0,2
607,22,that exists apart from all the movie 's political ramifications,2,that exists apart from all the movie 's political ramifications,2,0,2
608,22,exists apart from all the movie 's political ramifications,2,exists apart from all the movie 's political ramifications,2,0,2
609,22,exists apart,2,exists apart,2,0,2
610,22,exists,2,exists,2,0,2
611,22,apart,2,apart,2,0,2
612,22,from all the movie 's political ramifications,2,from all the movie 's political ramifications,2,0,2
613,22,all the movie 's political ramifications,2,all the movie 's political ramifications,2,0,2
614,22,the movie 's political ramifications,2,the movie 's political ramifications,2,0,2
615,22,the movie 's,2,the movie 's,2,0,2
616,22,movie 's,2,movie 's,2,0,2
617,22,political ramifications,2,political ramifications,2,0,2
618,22,political,2,political,2,0,2
619,22,ramifications,2,ramifications,2,0,2
620,23,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,1,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,2,1,3
621,23,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,1,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,2,1,3
622,23,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend,1,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend,2,1,3
623,23,like going to a house party and watching the host defend himself against a frothing ex-girlfriend,1,like going to a house party and watching the host defend himself against a frothing ex-girlfriend,2,1,3
624,23,going to a house party and watching the host defend himself against a frothing ex-girlfriend,1,going to a house party and watching the host defend himself against a frothing ex-girlfriend,2,1,3
625,23,going to a house party and,2,going to a house party and,2,0,3
626,23,going to a house party,2,going to a house party,2,0,3
627,23,going,2,going,2,0,3
628,23,to a house party,2,to a house party,2,0,3
629,23,a house party,2,a house party,2,0,3
630,23,house party,2,house party,2,0,3
631,23,house,2,house,2,0,3
632,23,party,2,party,2,0,3
633,23,watching the host defend himself against a frothing ex-girlfriend,2,watching the host defend himself against a frothing ex-girlfriend,2,0,3
634,23,watching,2,watching,2,0,3
635,23,the host defend himself against a frothing ex-girlfriend,2,the host defend himself against a frothing ex-girlfriend,2,0,3
636,23,the host,2,the host,2,0,3
637,23,host,2,host,2,0,3
638,23,defend himself against a frothing ex-girlfriend,2,defend himself against a frothing ex-girlfriend,2,0,3
639,23,defend himself,3,defend himself,2,1,3
640,23,defend,2,defend,2,0,3
641,23,himself,2,himself,2,0,3
642,23,against a frothing ex-girlfriend,2,against a frothing ex-girlfriend,2,0,3
643,23,against,2,against,2,0,3
644,23,a frothing ex-girlfriend,2,a frothing ex-girlfriend,2,0,3
645,23,frothing ex-girlfriend,2,frothing ex-girlfriend,2,0,3
646,23,frothing,1,frothing,2,1,3
647,23,ex-girlfriend,2,ex-girlfriend,2,0,3
648,24,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,3,1,2
649,24,That the Chuck Norris `` grenade gag '',2,That the Chuck Norris `` grenade gag '',2,0,2
650,24,the Chuck Norris `` grenade gag '',2,the Chuck Norris `` grenade gag '',2,0,2
651,24,Chuck Norris `` grenade gag '',2,Chuck Norris `` grenade gag '',2,0,2
652,24,Chuck,2,Chuck,2,0,2
653,24,Norris `` grenade gag '',2,Norris `` grenade gag '',2,0,2
654,24,Norris,2,Norris,2,0,2
655,24,`` grenade gag '',2,`` grenade gag '',2,0,2
656,24,``,2,``,2,0,2
657,24,grenade gag '',2,grenade gag '',2,0,2
658,24,grenade,1,grenade,2,1,2
659,24,gag '',2,gag '',2,0,2
660,24,gag,1,gag,2,1,2
661,24,'',2,'',2,0,2
662,24,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,3,1,2
663,24,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is,3,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is,3,0,2
664,24,occurs,2,occurs,2,0,2
665,24,about 7 times during Windtalkers is a good indication of how serious-minded the film is,2,about 7 times during Windtalkers is a good indication of how serious-minded the film is,3,1,2
666,24,about 7 times during Windtalkers,2,about 7 times during Windtalkers,2,0,2
667,24,about 7 times,2,about 7 times,2,0,2
668,24,7 times,2,7 times,2,0,2
669,24,7,2,7,2,0,2
670,24,times,2,times,2,0,2
671,24,during Windtalkers,2,during Windtalkers,2,0,2
672,24,during,2,during,2,0,2
673,24,Windtalkers,2,Windtalkers,2,0,2
674,24,is a good indication of how serious-minded the film is,3,is a good indication of how serious-minded the film is,3,0,2
675,24,a good indication of how serious-minded the film is,3,a good indication of how serious-minded the film is,3,0,2
676,24,a good indication,3,a good indication,3,0,2
677,24,good indication,3,good indication,3,0,2
678,24,indication,2,indication,2,0,2
679,24,of how serious-minded the film is,2,of how serious-minded the film is,2,0,2
680,24,how serious-minded the film is,3,how serious-minded the film is,2,1,2
681,24,how,2,how,2,0,2
682,24,serious-minded the film is,2,serious-minded the film is,2,0,2
683,24,serious-minded the film,3,serious-minded the film,2,1,2
684,24,serious-minded,2,serious-minded,2,0,2
685,24,the film,2,the film,2,0,2
686,24,film,2,film,2,0,2
687,25,The plot is romantic comedy boilerplate from start to finish .,2,The plot is romantic comedy boilerplate from start to finish .,2,0,2
688,25,The plot,2,The plot,2,0,2
689,25,plot,2,plot,2,0,2
690,25,is romantic comedy boilerplate from start to finish .,2,is romantic comedy boilerplate from start to finish .,2,0,2
691,25,is romantic comedy boilerplate from start to finish,3,is romantic comedy boilerplate from start to finish,2,1,2
692,25,romantic comedy boilerplate from start to finish,2,romantic comedy boilerplate from start to finish,2,0,2
693,25,romantic comedy boilerplate from start,2,romantic comedy boilerplate from start,2,0,2
694,25,romantic comedy boilerplate,1,romantic comedy boilerplate,2,1,2
695,25,romantic,2,romantic,2,0,2
696,25,comedy boilerplate,2,comedy boilerplate,2,0,2
697,25,comedy,3,comedy,2,1,2
698,25,boilerplate,2,boilerplate,2,0,2
699,25,from start,2,from start,2,0,2
700,25,start,2,start,2,0,2
701,25,to finish,2,to finish,2,0,2
702,25,finish,2,finish,2,0,2
703,26,"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",2,"It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",2,0,2
704,26,"arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",2,"arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .",2,0,2
705,26,"arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2,"arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2,0,2
706,26,arrives,2,arrives,2,0,2
707,26,"with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2,"with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2,0,2
708,26,"an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",1,"an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2,1,2
709,26,"an impeccable pedigree , mongrel pep , and almost",2,"an impeccable pedigree , mongrel pep , and almost",2,0,2
710,26,"an impeccable pedigree , mongrel pep , and",2,"an impeccable pedigree , mongrel pep , and",2,0,2
711,26,"an impeccable pedigree , mongrel pep ,",2,"an impeccable pedigree , mongrel pep ,",2,0,2
712,26,"an impeccable pedigree , mongrel pep",3,"an impeccable pedigree , mongrel pep",2,1,2
713,26,"impeccable pedigree , mongrel pep",3,"impeccable pedigree , mongrel pep",2,1,2
714,26,impeccable,4,impeccable,2,2,2
715,26,"pedigree , mongrel pep",2,"pedigree , mongrel pep",2,0,2
716,26,pedigree,2,pedigree,2,0,2
717,26,", mongrel pep",2,", mongrel pep",2,0,2
718,26,mongrel pep,2,mongrel pep,2,0,2
719,26,mongrel,1,mongrel,2,1,2
720,26,pep,2,pep,2,0,2
721,26,almost,2,almost,2,0,2
722,26,indecipherable plot complications,1,indecipherable plot complications,2,1,2
723,26,indecipherable,2,indecipherable,2,0,2
724,26,plot complications,2,plot complications,2,0,2
725,26,complications,1,complications,2,1,2
726,27,A film that clearly means to preach exclusively to the converted .,2,A film that clearly means to preach exclusively to the converted .,2,0,2
727,27,A film that clearly means to,2,A film that clearly means to,2,0,2
728,27,A film,2,A film,2,0,2
729,27,that clearly means to,2,that clearly means to,2,0,2
730,27,clearly means to,2,clearly means to,2,0,2
731,27,clearly,2,clearly,2,0,2
732,27,means to,2,means to,2,0,2
733,27,means,2,means,2,0,2
734,27,preach exclusively to the converted .,1,preach exclusively to the converted .,2,1,2
735,27,preach exclusively to the converted,2,preach exclusively to the converted,2,0,2
736,27,preach exclusively,2,preach exclusively,2,0,2
737,27,preach,2,preach,2,0,2
738,27,exclusively,2,exclusively,2,0,2
739,27,to the converted,2,to the converted,2,0,2
740,27,the converted,2,the converted,2,0,2
741,27,converted,2,converted,2,0,2
742,28,"While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it doesnot give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",1,"While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",3,2,1
743,28,While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,3,While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,2,1,1
744,28,While,2,While,2,0,1
745,28,The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,3,The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,2,1,1
746,28,The Importance of Being Earnest,3,The Importance of Being Earnest,2,1,1
747,28,of Being Earnest,2,of Being Earnest,2,0,1
748,28,Being Earnest,2,Being Earnest,2,0,1
749,28,offers opportunities for occasional smiles and chuckles,2,offers opportunities for occasional smiles and chuckles,2,0,1
750,28,offers opportunities for occasional smiles and,3,offers opportunities for occasional smiles and,2,1,1
751,28,offers opportunities for occasional smiles,3,offers opportunities for occasional smiles,2,1,1
752,28,offers,2,offers,2,0,1
753,28,opportunities for occasional smiles,2,opportunities for occasional smiles,2,0,1
754,28,opportunities,2,opportunities,2,0,1
755,28,for occasional smiles,3,for occasional smiles,2,1,1
756,28,occasional smiles,3,occasional smiles,2,1,1
757,28,occasional,2,occasional,2,0,1
758,28,smiles,2,smiles,2,0,1
759,28,chuckles,1,chuckles,2,1,1
760,28,", it doesnot give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",2,", it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .",3,1,1
761,28,it doesnot give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .,2,it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .,3,1,1
762,28,doesnot give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .,2,does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .,3,1,1
763,28,doesnot give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,1,does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,3,2,1
764,28,give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,1,give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,3,2,1
765,28,give us,2,give us,2,0,1
766,28,give,3,give,2,1,1
767,28,a reason to be in the theater beyond Wilde 's wit and the actors ' performances,2,a reason to be in the theater beyond Wilde 's wit and the actors ' performances,3,1,1
768,28,reason to be in the theater beyond Wilde 's wit and the actors ' performances,2,reason to be in the theater beyond Wilde 's wit and the actors ' performances,3,1,1
769,28,to be in the theater beyond Wilde 's wit and the actors ' performances,2,to be in the theater beyond Wilde 's wit and the actors ' performances,3,1,1
770,28,be in the theater beyond Wilde 's wit and the actors ' performances,2,be in the theater beyond Wilde 's wit and the actors ' performances,3,1,1
771,28,be in the theater,2,be in the theater,2,0,1
772,28,in the theater,2,in the theater,2,0,1
773,28,the theater,2,the theater,2,0,1
774,28,theater,3,theater,2,1,1
775,28,beyond Wilde 's wit and the actors ' performances,2,beyond Wilde 's wit and the actors ' performances,3,1,1
776,28,beyond,2,beyond,2,0,1
777,28,Wilde 's wit and the actors ' performances,2,Wilde 's wit and the actors ' performances,3,1,1
778,28,Wilde 's wit and,3,Wilde 's wit and,2,1,1
779,28,Wilde 's wit,2,Wilde 's wit,2,0,1
780,28,Wilde 's,2,Wilde 's,2,0,1
781,28,Wilde,2,Wilde,2,0,1
782,28,the actors ' performances,2,the actors ' performances,2,0,1
783,28,the actors ',2,the actors ',2,0,1
784,28,actors ',2,actors ',2,0,1
785,28,actors,2,actors,2,0,1
786,28,',2,',2,0,1
787,29,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,1,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,2,1,1
788,29,The latest,2,The latest,2,0,1
789,29,latest,2,latest,2,0,1
790,29,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,2,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,2,0,1
791,29,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen,1,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen,2,1,1
792,29,vapid actor 's exercise,1,vapid actor 's exercise,2,1,1
793,29,vapid,1,vapid,2,1,1
794,29,actor 's exercise,2,actor 's exercise,2,0,1
795,29,actor 's,2,actor 's,2,0,1
796,29,actor,2,actor,2,0,1
797,29,exercise,2,exercise,2,0,1
798,29,to appropriate the structure of Arthur Schnitzler 's Reigen,2,to appropriate the structure of Arthur Schnitzler 's Reigen,2,0,1
799,29,appropriate the structure of Arthur Schnitzler 's Reigen,2,appropriate the structure of Arthur Schnitzler 's Reigen,2,0,1
800,29,appropriate the structure,2,appropriate the structure,2,0,1
801,29,appropriate,3,appropriate,2,1,1
802,29,the structure,2,the structure,2,0,1
803,29,structure,2,structure,2,0,1
804,29,of Arthur Schnitzler 's Reigen,2,of Arthur Schnitzler 's Reigen,2,0,1
805,29,Arthur Schnitzler 's Reigen,3,Arthur Schnitzler 's Reigen,2,1,1
806,29,Arthur Schnitzler 's,2,Arthur Schnitzler 's,2,0,1
807,29,Arthur,2,Arthur,2,0,1
808,29,Schnitzler 's,2,Schnitzler 's,2,0,1
809,29,Schnitzler,2,Schnitzler,2,0,1
810,29,Reigen,2,Reigen,2,0,1
811,30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",2,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",3,1,2
812,30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet",3,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet",3,0,2
813,30,"More vaudeville show than well-constructed narrative , but",2,"More vaudeville show than well-constructed narrative , but",2,0,2
814,30,"More vaudeville show than well-constructed narrative ,",1,"More vaudeville show than well-constructed narrative ,",2,1,2
815,30,More vaudeville show than well-constructed narrative,1,More vaudeville show than well-constructed narrative,2,1,2
816,30,More vaudeville,2,More vaudeville,2,0,2
817,30,vaudeville,2,vaudeville,2,0,2
818,30,show than well-constructed narrative,3,show than well-constructed narrative,2,1,2
819,30,show,2,show,2,0,2
820,30,than well-constructed narrative,3,than well-constructed narrative,2,1,2
821,30,than,2,than,2,0,2
822,30,well-constructed narrative,4,well-constructed narrative,2,2,2
823,30,well-constructed,3,well-constructed,2,1,2
824,30,narrative,2,narrative,2,0,2
825,30,on those terms it 's inoffensive and actually rather sweet,3,on those terms it 's inoffensive and actually rather sweet,3,0,2
826,30,on those terms,2,on those terms,2,0,2
827,30,on,2,on,2,0,2
828,30,those terms,2,those terms,2,0,2
829,30,those,2,those,2,0,2
830,30,terms,2,terms,2,0,2
831,30,it 's inoffensive and actually rather sweet,3,it 's inoffensive and actually rather sweet,3,0,2
832,30,'s inoffensive and actually rather sweet,3,'s inoffensive and actually rather sweet,3,0,2
833,30,inoffensive and actually rather sweet,3,inoffensive and actually rather sweet,3,0,2
